ID,Nome,Preço,Quantidade em Estoque
83721,Produto 83721,28.72,89
83722,Produto 83722,267.21,76
83723,Produto 83723,469.11,29
83724,Produto 83724,821.56,85
83725,Produto 83725,504.54,49
83726,Produto 83726,720.64,92
83727,Produto 83727,331.0,25
83728,Produto 83728,883.03,22
83729,Produto 83729,141.05,12
83730,Produto 83730,508.43,10
83731,Produto 83731,827.67,42
83732,Produto 83732,120.09,98
83733,Produto 83733,73.98,64
83734,Produto 83734,963.98,2
83735,Produto 83735,872.72,4
83736,Produto 83736,832.83,39
83737,Produto 83737,71.14,26
83738,Produto 83738,173.84,64
83739,Produto 83739,297.7,97
83740,Produto 83740,400.62,81
83741,Produto 83741,180.52,39
83742,Produto 83742,109.63,7
83743,Produto 83743,13.49,85
83744,Produto 83744,882.59,81
83745,Produto 83745,717.49,98
83746,Produto 83746,792.84,54
83747,Produto 83747,80.06,39
83748,Produto 83748,267.35,51
83749,Produto 83749,457.32,1
83750,Produto 83750,589.96,17
83751,Produto 83751,92.3,84
83752,Produto 83752,437.61,35
83753,Produto 83753,595.24,32
83754,Produto 83754,372.39,70
83755,Produto 83755,151.04,55
83756,Produto 83756,344.78,87
83757,Produto 83757,970.49,10
83758,Produto 83758,691.27,69
83759,Produto 83759,886.0,91
83760,Produto 83760,952.02,90
83761,Produto 83761,537.28,98
83762,Produto 83762,689.65,94
83763,Produto 83763,702.78,60
83764,Produto 83764,310.67,64
83765,Produto 83765,560.92,75
83766,Produto 83766,219.5,56
83767,Produto 83767,99.54,71
83768,Produto 83768,641.4,52
83769,Produto 83769,216.85,14
83770,Produto 83770,433.1,15
83771,Produto 83771,851.15,3
83772,Produto 83772,823.63,91
83773,Produto 83773,854.67,90
83774,Produto 83774,609.11,14
83775,Produto 83775,421.06,80
83776,Produto 83776,343.16,11
83777,Produto 83777,244.66,29
83778,Produto 83778,675.61,7
83779,Produto 83779,747.97,65
83780,Produto 83780,484.66,61
83781,Produto 83781,596.67,66
83782,Produto 83782,268.01,92
83783,Produto 83783,237.07,66
83784,Produto 83784,785.89,21
83785,Produto 83785,153.88,88
83786,Produto 83786,400.04,14
83787,Produto 83787,726.37,26
83788,Produto 83788,406.55,65
83789,Produto 83789,1.56,91
83790,Produto 83790,149.29,78
83791,Produto 83791,663.54,78
83792,Produto 83792,921.73,69
83793,Produto 83793,452.73,15
83794,Produto 83794,729.7,33
83795,Produto 83795,879.06,1
83796,Produto 83796,570.2,35
83797,Produto 83797,164.21,72
83798,Produto 83798,843.88,13
83799,Produto 83799,779.08,48
83800,Produto 83800,410.74,36
83801,Produto 83801,543.78,57
83802,Produto 83802,349.81,92
83803,Produto 83803,435.33,43
83804,Produto 83804,30.47,74
83805,Produto 83805,942.83,42
83806,Produto 83806,762.58,6
83807,Produto 83807,677.47,34
83808,Produto 83808,179.1,99
83809,Produto 83809,225.25,89
83810,Produto 83810,413.73,8
83811,Produto 83811,722.84,75
83812,Produto 83812,74.43,34
83813,Produto 83813,218.25,100
83814,Produto 83814,743.09,64
83815,Produto 83815,383.45,88
83816,Produto 83816,188.81,85
83817,Produto 83817,596.99,69
83818,Produto 83818,962.24,91
83819,Produto 83819,781.16,31
83820,Produto 83820,45.97,74
83821,Produto 83821,584.85,92
83822,Produto 83822,107.58,68
83823,Produto 83823,250.56,15
83824,Produto 83824,786.26,71
83825,Produto 83825,56.42,60
83826,Produto 83826,611.11,85
83827,Produto 83827,631.56,16
83828,Produto 83828,373.99,26
83829,Produto 83829,919.55,96
83830,Produto 83830,683.43,80
83831,Produto 83831,539.2,36
83832,Produto 83832,108.87,31
83833,Produto 83833,879.17,48
83834,Produto 83834,538.68,89
83835,Produto 83835,49.1,66
83836,Produto 83836,351.62,7
83837,Produto 83837,174.54,35
83838,Produto 83838,419.94,59
83839,Produto 83839,762.89,84
83840,Produto 83840,740.57,3
83841,Produto 83841,559.01,91
83842,Produto 83842,534.52,57
83843,Produto 83843,873.07,74
83844,Produto 83844,480.43,38
83845,Produto 83845,566.51,14
83846,Produto 83846,392.27,18
83847,Produto 83847,957.85,45
83848,Produto 83848,299.48,76
83849,Produto 83849,47.75,75
83850,Produto 83850,233.26,80
83851,Produto 83851,803.74,35
83852,Produto 83852,58.83,4
83853,Produto 83853,380.46,86
83854,Produto 83854,244.25,50
83855,Produto 83855,474.72,29
83856,Produto 83856,830.3,62
83857,Produto 83857,675.89,18
83858,Produto 83858,452.01,100
83859,Produto 83859,804.99,52
83860,Produto 83860,119.73,14
83861,Produto 83861,502.98,67
83862,Produto 83862,765.52,84
83863,Produto 83863,998.06,100
83864,Produto 83864,662.99,13
83865,Produto 83865,400.51,98
83866,Produto 83866,786.04,37
83867,Produto 83867,282.04,54
83868,Produto 83868,972.21,23
83869,Produto 83869,50.25,61
83870,Produto 83870,734.61,46
83871,Produto 83871,832.29,46
83872,Produto 83872,643.69,92
83873,Produto 83873,28.81,71
83874,Produto 83874,282.63,80
83875,Produto 83875,491.61,53
83876,Produto 83876,127.25,12
83877,Produto 83877,203.77,11
83878,Produto 83878,983.44,73
83879,Produto 83879,88.78,49
83880,Produto 83880,589.74,78
83881,Produto 83881,693.21,27
83882,Produto 83882,542.44,71
83883,Produto 83883,989.11,30
83884,Produto 83884,268.78,95
83885,Produto 83885,37.18,89
83886,Produto 83886,647.49,83
83887,Produto 83887,451.6,33
83888,Produto 83888,929.46,51
83889,Produto 83889,912.48,4
83890,Produto 83890,97.21,62
83891,Produto 83891,927.15,76
83892,Produto 83892,739.31,51
83893,Produto 83893,34.92,59
83894,Produto 83894,771.54,73
83895,Produto 83895,765.86,59
83896,Produto 83896,723.41,67
83897,Produto 83897,281.88,32
83898,Produto 83898,689.57,44
83899,Produto 83899,627.29,44
83900,Produto 83900,358.42,72
83901,Produto 83901,326.21,16
83902,Produto 83902,485.43,52
83903,Produto 83903,403.56,92
83904,Produto 83904,872.27,66
83905,Produto 83905,270.75,53
83906,Produto 83906,751.01,82
83907,Produto 83907,575.21,85
83908,Produto 83908,725.34,58
83909,Produto 83909,274.38,64
83910,Produto 83910,696.75,60
83911,Produto 83911,47.06,9
83912,Produto 83912,957.76,64
83913,Produto 83913,820.51,42
83914,Produto 83914,509.24,68
83915,Produto 83915,658.3,51
83916,Produto 83916,188.42,48
83917,Produto 83917,97.75,69
83918,Produto 83918,51.56,35
83919,Produto 83919,885.42,98
83920,Produto 83920,157.23,74
83921,Produto 83921,594.38,59
83922,Produto 83922,614.65,97
83923,Produto 83923,736.0,72
83924,Produto 83924,307.19,21
83925,Produto 83925,359.14,14
83926,Produto 83926,16.25,16
83927,Produto 83927,509.22,75
83928,Produto 83928,651.94,60
83929,Produto 83929,967.83,24
83930,Produto 83930,44.96,90
83931,Produto 83931,268.5,19
83932,Produto 83932,767.96,69
83933,Produto 83933,565.29,7
83934,Produto 83934,834.87,25
83935,Produto 83935,952.15,95
83936,Produto 83936,511.21,25
83937,Produto 83937,162.71,66
83938,Produto 83938,522.32,9
83939,Produto 83939,143.94,62
83940,Produto 83940,54.97,49
83941,Produto 83941,649.88,64
83942,Produto 83942,99.87,79
83943,Produto 83943,36.14,99
83944,Produto 83944,200.82,32
83945,Produto 83945,659.87,37
83946,Produto 83946,690.86,32
83947,Produto 83947,563.04,19
83948,Produto 83948,283.26,57
83949,Produto 83949,179.11,85
83950,Produto 83950,635.41,92
83951,Produto 83951,622.26,12
83952,Produto 83952,597.2,16
83953,Produto 83953,255.79,38
83954,Produto 83954,444.35,57
83955,Produto 83955,206.74,23
83956,Produto 83956,92.8,78
83957,Produto 83957,569.69,46
83958,Produto 83958,211.85,41
83959,Produto 83959,614.25,54
83960,Produto 83960,787.02,28
83961,Produto 83961,112.71,15
83962,Produto 83962,925.57,24
83963,Produto 83963,489.24,84
83964,Produto 83964,789.2,94
83965,Produto 83965,993.33,20
83966,Produto 83966,572.42,30
83967,Produto 83967,506.69,13
83968,Produto 83968,600.92,70
83969,Produto 83969,556.93,59
83970,Produto 83970,636.86,46
83971,Produto 83971,216.91,12
83972,Produto 83972,680.03,89
83973,Produto 83973,895.19,88
83974,Produto 83974,440.13,48
83975,Produto 83975,835.48,67
83976,Produto 83976,837.22,43
83977,Produto 83977,714.23,32
83978,Produto 83978,62.49,97
83979,Produto 83979,736.93,38
83980,Produto 83980,813.78,72
83981,Produto 83981,80.11,56
83982,Produto 83982,469.85,80
83983,Produto 83983,799.83,67
83984,Produto 83984,614.57,24
83985,Produto 83985,785.01,18
83986,Produto 83986,746.44,20
83987,Produto 83987,676.77,46
83988,Produto 83988,438.74,22
83989,Produto 83989,1.28,57
83990,Produto 83990,78.98,20
83991,Produto 83991,672.19,59
83992,Produto 83992,176.33,86
83993,Produto 83993,735.02,39
83994,Produto 83994,26.47,34
83995,Produto 83995,427.7,29
83996,Produto 83996,497.53,76
83997,Produto 83997,264.98,18
83998,Produto 83998,497.73,84
83999,Produto 83999,902.25,23
84000,Produto 84000,943.73,57
84001,Produto 84001,433.87,74
84002,Produto 84002,814.48,54
84003,Produto 84003,502.81,99
84004,Produto 84004,800.47,5
84005,Produto 84005,721.89,94
84006,Produto 84006,902.34,34
84007,Produto 84007,668.8,10
84008,Produto 84008,404.51,32
84009,Produto 84009,872.88,11
84010,Produto 84010,864.78,81
84011,Produto 84011,16.49,9
84012,Produto 84012,111.0,9
84013,Produto 84013,374.43,46
84014,Produto 84014,157.31,17
84015,Produto 84015,562.69,20
84016,Produto 84016,552.52,8
84017,Produto 84017,431.22,77
84018,Produto 84018,736.18,67
84019,Produto 84019,205.09,86
84020,Produto 84020,360.77,91
84021,Produto 84021,961.01,72
84022,Produto 84022,982.96,51
84023,Produto 84023,671.66,47
84024,Produto 84024,561.58,26
84025,Produto 84025,235.79,77
84026,Produto 84026,830.53,50
84027,Produto 84027,162.12,48
84028,Produto 84028,110.06,40
84029,Produto 84029,240.15,38
84030,Produto 84030,769.54,61
84031,Produto 84031,915.58,81
84032,Produto 84032,331.8,67
84033,Produto 84033,868.83,23
84034,Produto 84034,25.28,10
84035,Produto 84035,921.85,14
84036,Produto 84036,743.57,72
84037,Produto 84037,781.52,88
84038,Produto 84038,815.07,95
84039,Produto 84039,412.4,57
84040,Produto 84040,873.28,24
84041,Produto 84041,645.8,84
84042,Produto 84042,258.57,29
84043,Produto 84043,894.6,27
84044,Produto 84044,125.98,96
84045,Produto 84045,921.84,50
84046,Produto 84046,57.69,80
84047,Produto 84047,852.83,47
84048,Produto 84048,568.83,75
84049,Produto 84049,478.94,24
84050,Produto 84050,521.78,16
84051,Produto 84051,500.82,72
84052,Produto 84052,57.51,57
84053,Produto 84053,550.02,2
84054,Produto 84054,925.13,3
84055,Produto 84055,91.76,76
84056,Produto 84056,471.81,21
84057,Produto 84057,464.15,22
84058,Produto 84058,458.86,11
84059,Produto 84059,997.09,34
84060,Produto 84060,77.34,94
84061,Produto 84061,882.15,88
84062,Produto 84062,991.57,30
84063,Produto 84063,924.63,13
84064,Produto 84064,889.82,16
84065,Produto 84065,918.12,44
84066,Produto 84066,861.63,23
84067,Produto 84067,146.63,67
84068,Produto 84068,195.8,71
84069,Produto 84069,75.29,35
84070,Produto 84070,160.35,21
84071,Produto 84071,380.04,14
84072,Produto 84072,350.24,74
84073,Produto 84073,244.09,21
84074,Produto 84074,74.39,29
84075,Produto 84075,666.03,93
84076,Produto 84076,237.22,27
84077,Produto 84077,594.97,70
84078,Produto 84078,363.65,23
84079,Produto 84079,664.84,48
84080,Produto 84080,71.73,52
84081,Produto 84081,985.04,48
84082,Produto 84082,362.07,35
84083,Produto 84083,478.34,79
84084,Produto 84084,643.6,60
84085,Produto 84085,886.93,90
84086,Produto 84086,121.36,56
84087,Produto 84087,74.17,89
84088,Produto 84088,956.97,65
84089,Produto 84089,955.84,95
84090,Produto 84090,786.53,93
84091,Produto 84091,666.9,39
84092,Produto 84092,168.1,30
84093,Produto 84093,313.73,26
84094,Produto 84094,166.14,71
84095,Produto 84095,313.39,8
84096,Produto 84096,869.77,14
84097,Produto 84097,798.87,75
84098,Produto 84098,269.18,24
84099,Produto 84099,286.69,59
84100,Produto 84100,787.41,12
84101,Produto 84101,232.77,100
84102,Produto 84102,308.24,57
84103,Produto 84103,583.42,15
84104,Produto 84104,446.39,99
84105,Produto 84105,515.63,52
84106,Produto 84106,408.38,19
84107,Produto 84107,528.93,15
84108,Produto 84108,785.98,32
84109,Produto 84109,962.3,93
84110,Produto 84110,415.21,36
84111,Produto 84111,986.53,49
84112,Produto 84112,114.91,25
84113,Produto 84113,679.89,95
84114,Produto 84114,746.66,73
84115,Produto 84115,338.78,6
84116,Produto 84116,368.27,87
84117,Produto 84117,963.66,20
84118,Produto 84118,502.65,73
84119,Produto 84119,363.17,30
84120,Produto 84120,781.2,75
84121,Produto 84121,484.12,10
84122,Produto 84122,100.49,34
84123,Produto 84123,425.76,45
84124,Produto 84124,753.45,16
84125,Produto 84125,419.5,25
84126,Produto 84126,493.78,24
84127,Produto 84127,137.01,38
84128,Produto 84128,560.85,65
84129,Produto 84129,790.52,45
84130,Produto 84130,158.14,34
84131,Produto 84131,28.51,12
84132,Produto 84132,243.1,80
84133,Produto 84133,302.27,68
84134,Produto 84134,238.87,7
84135,Produto 84135,809.26,89
84136,Produto 84136,275.51,77
84137,Produto 84137,412.64,32
84138,Produto 84138,944.06,17
84139,Produto 84139,818.48,94
84140,Produto 84140,914.04,8
84141,Produto 84141,10.15,20
84142,Produto 84142,669.21,89
84143,Produto 84143,934.96,68
84144,Produto 84144,995.24,77
84145,Produto 84145,226.35,9
84146,Produto 84146,587.36,95
84147,Produto 84147,631.32,26
84148,Produto 84148,371.64,33
84149,Produto 84149,560.4,84
84150,Produto 84150,945.94,46
84151,Produto 84151,910.6,17
84152,Produto 84152,122.24,63
84153,Produto 84153,888.51,94
84154,Produto 84154,237.65,35
84155,Produto 84155,383.73,62
84156,Produto 84156,793.94,76
84157,Produto 84157,208.99,85
84158,Produto 84158,689.6,100
84159,Produto 84159,149.59,97
84160,Produto 84160,247.6,20
84161,Produto 84161,884.19,1
84162,Produto 84162,108.68,89
84163,Produto 84163,85.17,89
84164,Produto 84164,527.19,14
84165,Produto 84165,265.31,13
84166,Produto 84166,924.52,17
84167,Produto 84167,8.44,71
84168,Produto 84168,151.78,1
84169,Produto 84169,737.96,6
84170,Produto 84170,44.84,58
84171,Produto 84171,879.06,41
84172,Produto 84172,806.25,64
84173,Produto 84173,869.2,44
84174,Produto 84174,722.85,11
84175,Produto 84175,232.25,75
84176,Produto 84176,637.81,98
84177,Produto 84177,247.69,24
84178,Produto 84178,505.43,73
84179,Produto 84179,825.11,1
84180,Produto 84180,865.6,11
84181,Produto 84181,380.19,65
84182,Produto 84182,488.44,51
84183,Produto 84183,467.66,6
84184,Produto 84184,951.3,35
84185,Produto 84185,959.47,18
84186,Produto 84186,461.09,56
84187,Produto 84187,898.47,76
84188,Produto 84188,987.97,19
84189,Produto 84189,862.38,2
84190,Produto 84190,190.63,42
84191,Produto 84191,927.2,25
84192,Produto 84192,454.78,45
84193,Produto 84193,924.17,90
84194,Produto 84194,215.85,62
84195,Produto 84195,4.5,14
84196,Produto 84196,770.15,34
84197,Produto 84197,544.32,96
84198,Produto 84198,632.79,57
84199,Produto 84199,397.19,68
84200,Produto 84200,818.15,77
84201,Produto 84201,214.89,63
84202,Produto 84202,368.87,84
84203,Produto 84203,651.14,43
84204,Produto 84204,734.49,90
84205,Produto 84205,525.02,5
84206,Produto 84206,68.95,67
84207,Produto 84207,501.1,42
84208,Produto 84208,363.49,47
84209,Produto 84209,613.73,31
84210,Produto 84210,198.58,40
84211,Produto 84211,755.82,31
84212,Produto 84212,450.17,46
84213,Produto 84213,748.16,71
84214,Produto 84214,150.52,87
84215,Produto 84215,84.45,37
84216,Produto 84216,561.25,89
84217,Produto 84217,356.96,16
84218,Produto 84218,152.48,59
84219,Produto 84219,647.6,59
84220,Produto 84220,12.03,40
84221,Produto 84221,296.78,12
84222,Produto 84222,913.41,44
84223,Produto 84223,801.85,85
84224,Produto 84224,772.8,60
84225,Produto 84225,454.22,7
84226,Produto 84226,800.51,41
84227,Produto 84227,869.81,28
84228,Produto 84228,986.84,37
84229,Produto 84229,576.78,99
84230,Produto 84230,739.63,10
84231,Produto 84231,966.65,43
84232,Produto 84232,284.0,17
84233,Produto 84233,983.89,100
84234,Produto 84234,807.04,17
84235,Produto 84235,770.87,12
84236,Produto 84236,30.59,82
84237,Produto 84237,995.68,82
84238,Produto 84238,287.39,26
84239,Produto 84239,836.95,31
84240,Produto 84240,145.54,26
84241,Produto 84241,369.14,35
84242,Produto 84242,342.16,72
84243,Produto 84243,841.44,85
84244,Produto 84244,100.51,28
84245,Produto 84245,638.89,55
84246,Produto 84246,419.31,51
84247,Produto 84247,958.48,62
84248,Produto 84248,711.47,20
84249,Produto 84249,619.17,98
84250,Produto 84250,99.66,40
84251,Produto 84251,748.4,4
84252,Produto 84252,562.89,71
84253,Produto 84253,55.85,94
84254,Produto 84254,461.03,93
84255,Produto 84255,122.5,67
84256,Produto 84256,589.93,57
84257,Produto 84257,976.25,48
84258,Produto 84258,766.42,49
84259,Produto 84259,840.41,12
84260,Produto 84260,642.45,56
84261,Produto 84261,138.26,100
84262,Produto 84262,355.6,95
84263,Produto 84263,578.1,49
84264,Produto 84264,778.53,36
84265,Produto 84265,783.82,33
84266,Produto 84266,91.58,5
84267,Produto 84267,98.67,88
84268,Produto 84268,503.66,15
84269,Produto 84269,767.36,79
84270,Produto 84270,971.73,98
84271,Produto 84271,739.7,31
84272,Produto 84272,324.79,47
84273,Produto 84273,40.67,76
84274,Produto 84274,46.49,1
84275,Produto 84275,266.12,93
84276,Produto 84276,574.32,2
84277,Produto 84277,51.78,61
84278,Produto 84278,328.09,17
84279,Produto 84279,881.02,8
84280,Produto 84280,123.87,81
84281,Produto 84281,473.65,64
84282,Produto 84282,84.78,80
84283,Produto 84283,980.43,43
84284,Produto 84284,360.29,95
84285,Produto 84285,647.09,88
84286,Produto 84286,476.74,42
84287,Produto 84287,462.27,43
84288,Produto 84288,618.95,13
84289,Produto 84289,263.7,63
84290,Produto 84290,980.88,74
84291,Produto 84291,42.85,51
84292,Produto 84292,238.94,73
84293,Produto 84293,689.21,57
84294,Produto 84294,939.81,79
84295,Produto 84295,133.67,68
84296,Produto 84296,184.86,37
84297,Produto 84297,982.02,4
84298,Produto 84298,133.19,21
84299,Produto 84299,246.32,67
84300,Produto 84300,218.67,38
84301,Produto 84301,878.07,33
84302,Produto 84302,458.49,44
84303,Produto 84303,355.52,98
84304,Produto 84304,479.12,98
84305,Produto 84305,491.18,44
84306,Produto 84306,191.43,87
84307,Produto 84307,775.21,66
84308,Produto 84308,143.57,62
84309,Produto 84309,268.26,59
84310,Produto 84310,542.62,24
84311,Produto 84311,879.84,89
84312,Produto 84312,447.62,33
84313,Produto 84313,382.27,100
84314,Produto 84314,77.51,55
84315,Produto 84315,354.24,71
84316,Produto 84316,95.09,81
84317,Produto 84317,144.33,64
84318,Produto 84318,74.33,3
84319,Produto 84319,101.4,55
84320,Produto 84320,995.42,62
84321,Produto 84321,580.62,16
84322,Produto 84322,736.1,87
84323,Produto 84323,637.01,97
84324,Produto 84324,314.46,55
84325,Produto 84325,49.05,77
84326,Produto 84326,954.82,50
84327,Produto 84327,944.27,36
84328,Produto 84328,843.74,6
84329,Produto 84329,779.99,3
84330,Produto 84330,301.75,35
84331,Produto 84331,816.68,63
84332,Produto 84332,543.95,75
84333,Produto 84333,407.17,1
84334,Produto 84334,538.14,14
84335,Produto 84335,374.4,15
84336,Produto 84336,122.19,94
84337,Produto 84337,5.06,39
84338,Produto 84338,735.0,92
84339,Produto 84339,622.25,49
84340,Produto 84340,192.3,34
84341,Produto 84341,567.83,79
84342,Produto 84342,713.58,5
84343,Produto 84343,153.71,4
84344,Produto 84344,50.98,41
84345,Produto 84345,335.26,67
84346,Produto 84346,419.88,65
84347,Produto 84347,353.59,43
84348,Produto 84348,971.83,24
84349,Produto 84349,926.59,10
84350,Produto 84350,716.97,4
84351,Produto 84351,715.25,93
84352,Produto 84352,526.07,19
84353,Produto 84353,195.89,83
84354,Produto 84354,570.54,87
84355,Produto 84355,693.93,74
84356,Produto 84356,842.6,99
84357,Produto 84357,586.6,7
84358,Produto 84358,591.06,63
84359,Produto 84359,273.08,4
84360,Produto 84360,139.32,46
84361,Produto 84361,26.0,9
84362,Produto 84362,539.04,46
84363,Produto 84363,590.81,76
84364,Produto 84364,348.01,48
84365,Produto 84365,898.57,16
84366,Produto 84366,309.28,94
84367,Produto 84367,940.45,23
84368,Produto 84368,429.18,97
84369,Produto 84369,742.38,58
84370,Produto 84370,183.71,16
84371,Produto 84371,485.66,5
84372,Produto 84372,708.2,32
84373,Produto 84373,182.02,7
84374,Produto 84374,358.41,6
84375,Produto 84375,999.81,10
84376,Produto 84376,248.35,94
84377,Produto 84377,250.89,78
84378,Produto 84378,286.07,17
84379,Produto 84379,38.56,91
84380,Produto 84380,821.91,43
84381,Produto 84381,610.23,31
84382,Produto 84382,785.43,45
84383,Produto 84383,113.45,38
84384,Produto 84384,285.74,34
84385,Produto 84385,952.4,25
84386,Produto 84386,181.25,38
84387,Produto 84387,769.85,18
84388,Produto 84388,334.0,31
84389,Produto 84389,510.7,55
84390,Produto 84390,410.37,55
84391,Produto 84391,407.33,98
84392,Produto 84392,842.99,65
84393,Produto 84393,716.34,21
84394,Produto 84394,77.23,28
84395,Produto 84395,633.99,1
84396,Produto 84396,163.6,39
84397,Produto 84397,207.96,29
84398,Produto 84398,449.25,92
84399,Produto 84399,588.3,96
84400,Produto 84400,603.27,73
84401,Produto 84401,678.12,94
84402,Produto 84402,749.85,89
84403,Produto 84403,304.34,44
84404,Produto 84404,297.24,34
84405,Produto 84405,583.98,94
84406,Produto 84406,215.49,48
84407,Produto 84407,907.4,94
84408,Produto 84408,810.84,98
84409,Produto 84409,887.53,98
84410,Produto 84410,877.26,37
84411,Produto 84411,350.34,63
84412,Produto 84412,116.28,1
84413,Produto 84413,507.23,5
84414,Produto 84414,473.02,14
84415,Produto 84415,878.06,22
84416,Produto 84416,214.5,4
84417,Produto 84417,809.92,17
84418,Produto 84418,656.23,28
84419,Produto 84419,529.89,37
84420,Produto 84420,812.92,19
84421,Produto 84421,46.29,59
84422,Produto 84422,483.97,61
84423,Produto 84423,507.51,99
84424,Produto 84424,528.08,87
84425,Produto 84425,503.9,66
84426,Produto 84426,185.88,67
84427,Produto 84427,564.8,80
84428,Produto 84428,588.32,72
84429,Produto 84429,225.09,25
84430,Produto 84430,665.58,7
84431,Produto 84431,250.21,13
84432,Produto 84432,142.52,97
84433,Produto 84433,908.86,60
84434,Produto 84434,176.51,51
84435,Produto 84435,204.05,4
84436,Produto 84436,732.9,4
84437,Produto 84437,920.36,2
84438,Produto 84438,300.98,85
84439,Produto 84439,460.31,6
84440,Produto 84440,293.4,26
84441,Produto 84441,483.48,3
84442,Produto 84442,640.99,92
84443,Produto 84443,439.23,2
84444,Produto 84444,998.76,41
84445,Produto 84445,434.19,40
84446,Produto 84446,473.98,92
84447,Produto 84447,521.97,75
84448,Produto 84448,403.09,42
84449,Produto 84449,329.28,6
84450,Produto 84450,603.48,71
84451,Produto 84451,792.93,20
84452,Produto 84452,304.25,42
84453,Produto 84453,992.46,25
84454,Produto 84454,937.37,3
84455,Produto 84455,665.98,38
84456,Produto 84456,512.07,55
84457,Produto 84457,264.24,65
84458,Produto 84458,91.41,62
84459,Produto 84459,907.61,52
84460,Produto 84460,218.8,30
84461,Produto 84461,441.43,43
84462,Produto 84462,63.17,52
84463,Produto 84463,503.06,14
84464,Produto 84464,333.25,20
84465,Produto 84465,930.46,11
84466,Produto 84466,218.63,62
84467,Produto 84467,128.09,22
84468,Produto 84468,599.88,87
84469,Produto 84469,504.82,56
84470,Produto 84470,862.25,25
84471,Produto 84471,987.65,83
84472,Produto 84472,929.99,84
84473,Produto 84473,618.29,81
84474,Produto 84474,335.21,58
84475,Produto 84475,766.01,83
84476,Produto 84476,108.38,49
84477,Produto 84477,504.69,91
84478,Produto 84478,754.03,51
84479,Produto 84479,952.25,91
84480,Produto 84480,931.96,4
84481,Produto 84481,839.87,53
84482,Produto 84482,345.04,42
84483,Produto 84483,512.64,31
84484,Produto 84484,24.78,3
84485,Produto 84485,484.44,61
84486,Produto 84486,361.21,25
84487,Produto 84487,612.67,27
84488,Produto 84488,436.15,95
84489,Produto 84489,778.6,28
84490,Produto 84490,850.68,44
84491,Produto 84491,880.28,21
84492,Produto 84492,504.16,61
84493,Produto 84493,312.91,28
84494,Produto 84494,775.72,19
84495,Produto 84495,30.31,90
84496,Produto 84496,42.38,80
84497,Produto 84497,468.81,19
84498,Produto 84498,672.72,17
84499,Produto 84499,865.83,95
84500,Produto 84500,396.06,57
84501,Produto 84501,981.43,16
84502,Produto 84502,759.33,86
84503,Produto 84503,310.46,13
84504,Produto 84504,821.41,95
84505,Produto 84505,19.61,4
84506,Produto 84506,298.98,65
84507,Produto 84507,834.86,73
84508,Produto 84508,145.99,49
84509,Produto 84509,321.07,5
84510,Produto 84510,857.72,48
84511,Produto 84511,879.14,9
84512,Produto 84512,106.02,36
84513,Produto 84513,695.47,63
84514,Produto 84514,822.61,10
84515,Produto 84515,278.93,73
84516,Produto 84516,382.4,32
84517,Produto 84517,334.03,96
84518,Produto 84518,659.9,53
84519,Produto 84519,699.75,8
84520,Produto 84520,872.46,32
84521,Produto 84521,832.68,75
84522,Produto 84522,345.9,12
84523,Produto 84523,318.24,77
84524,Produto 84524,327.57,91
84525,Produto 84525,615.14,11
84526,Produto 84526,490.15,10
84527,Produto 84527,873.13,88
84528,Produto 84528,760.51,81
84529,Produto 84529,338.57,83
84530,Produto 84530,157.11,33
84531,Produto 84531,198.88,94
84532,Produto 84532,471.95,69
84533,Produto 84533,434.33,30
84534,Produto 84534,47.11,85
84535,Produto 84535,671.26,47
84536,Produto 84536,751.6,28
84537,Produto 84537,625.52,52
84538,Produto 84538,44.1,32
84539,Produto 84539,95.18,79
84540,Produto 84540,604.78,71
84541,Produto 84541,675.71,46
84542,Produto 84542,69.89,96
84543,Produto 84543,268.91,60
84544,Produto 84544,613.24,17
84545,Produto 84545,791.37,29
84546,Produto 84546,618.6,30
84547,Produto 84547,745.95,39
84548,Produto 84548,305.67,19
84549,Produto 84549,849.51,63
84550,Produto 84550,18.87,27
84551,Produto 84551,725.12,38
84552,Produto 84552,594.24,93
84553,Produto 84553,5.44,23
84554,Produto 84554,885.24,66
84555,Produto 84555,987.57,7
84556,Produto 84556,157.41,42
84557,Produto 84557,915.9,93
84558,Produto 84558,824.4,8
84559,Produto 84559,322.34,97
84560,Produto 84560,15.61,27
84561,Produto 84561,794.76,4
84562,Produto 84562,277.06,12
84563,Produto 84563,308.88,21
84564,Produto 84564,214.25,67
84565,Produto 84565,225.91,12
84566,Produto 84566,997.71,14
84567,Produto 84567,256.68,35
84568,Produto 84568,633.93,47
84569,Produto 84569,423.1,17
84570,Produto 84570,642.72,46
84571,Produto 84571,494.83,92
84572,Produto 84572,205.19,65
84573,Produto 84573,778.07,50
84574,Produto 84574,78.32,73
84575,Produto 84575,526.52,67
84576,Produto 84576,356.66,65
84577,Produto 84577,967.79,51
84578,Produto 84578,295.37,14
84579,Produto 84579,443.03,96
84580,Produto 84580,50.27,15
84581,Produto 84581,46.57,46
84582,Produto 84582,335.95,28
84583,Produto 84583,591.45,62
84584,Produto 84584,365.09,6
84585,Produto 84585,321.38,51
84586,Produto 84586,514.71,90
84587,Produto 84587,31.16,96
84588,Produto 84588,103.41,12
84589,Produto 84589,32.49,54
84590,Produto 84590,910.19,61
84591,Produto 84591,773.77,83
84592,Produto 84592,907.65,62
84593,Produto 84593,703.64,89
